order_id,customer_id,product_id,order_date,quantity,total_amount
700,103,145,2024-12-17,4,14960.8
701,575,39,2024-06-17,2,1979.9
702,484,165,2024-01-07,4,17859.0
703,339,8,2024-11-17,1,267.91
704,766,15,2024-08-29,2,1167.84
705,319,38,2024-06-28,2,724.6
706,374,197,2024-01-04,3,6648.09
707,420,32,2024-09-04,1,2144.93
708,342,73,2024-01-26,4,4271.36
709,925,164,2024-01-06,3,11500.32
710,956,72,2024-08-14,3,2550.51
711,226,88,2024-10-15,1,3507.2
712,90,59,2024-08-26,1,3397.75
713,459,185,2024-09-24,4,2050.56
714,514,68,2024-11-28,3,1446.48
715,507,108,2024-08-03,2,8069.16
716,406,105,2024-05-14,1,1296.37
717,922,125,2024-12-01,1,1619.96
718,651,54,2024-07-04,2,203.6
719,633,156,2024-11-11,4,2244.8
720,426,37,2024-06-19,4,18609.68
721,14,162,2024-05-15,3,12568.41
722,692,169,2024-02-26,4,4157.8
723,323,110,2024-09-19,3,7897.44
724,211,169,2024-06-23,4,4157.8
725,213,32,2024-09-24,4,8579.72
726,648,115,2024-04-09,3,2698.77
727,809,87,2024-09-14,3,6186.9
728,313,4,2024-02-14,2,9794.3
729,342,109,2024-07-09,3,11581.74
730,38,1,2024-10-01,3,11603.13
731,431,33,2024-06-24,4,7908.12
732,212,134,2024-09-25,3,12722.64
733,475,8,2024-12-20,2,535.82
734,696,198,2024-02-24,4,6686.64
735,391,144,2024-10-10,2,2329.34
736,513,110,2024-11-10,3,7897.44
737,393,76,2024-06-19,3,7213.71
738,726,193,2024-04-24,1,2399.98
739,380,34,2024-03-12,3,6078.9
740,240,163,2024-10-14,1,1266.07
741,678,33,2024-05-28,1,1977.03
742,964,63,2024-12-27,2,5295.86
743,687,47,2024-10-31,4,19786.12
744,745,185,2024-09-17,3,1537.92
745,426,67,2024-01-03,2,8029.74
746,861,57,2024-08-12,2,6455.96
747,64,32,2024-12-29,1,2144.93
748,58,81,2024-06-06,2,5708.24
749,613,199,2024-05-11,2,926.42
750,552,11,2024-03-05,1,3727.7
751,706,23,2024-02-27,4,6383.24
752,436,183,2024-03-09,4,3644.68
753,702,143,2024-12-19,3,1998.75
754,366,164,2024-01-12,4,15333.76
755,710,181,2024-10-12,2,2878.82
756,955,68,2024-08-14,2,964.32
757,860,107,2024-07-10,1,1024.79
758,352,49,2024-02-18,1,4242.29
759,937,180,2024-04-09,1,3963.5
760,74,107,2024-02-03,4,4099.16
761,694,59,2024-01-28,4,13591.0
762,889,174,2024-02-02,2,3660.14
763,520,46,2024-01-13,2,8923.1
764,356,122,2024-09-16,1,3872.37
765,944,98,2024-04-28,3,3555.9
766,710,149,2024-06-30,1,946.21
767,682,168,2024-04-06,3,433.17
768,797,99,2024-08-16,3,950.49
769,247,171,2024-03-27,4,12477.2
770,891,190,2024-04-01,4,9745.32
771,854,55,2024-06-08,4,5765.16
772,780,97,2024-07-24,3,9330.9
773,516,98,2024-03-11,1,1185.3
774,275,49,2024-01-08,2,8484.58
775,932,178,2024-08-09,2,9593.62
776,47,86,2024-04-09,2,4285.96
777,362,129,2024-10-12,4,6434.32
778,146,23,2024-09-10,4,6383.24
779,112,64,2024-10-05,2,4627.7
780,156,82,2024-06-21,3,7006.47
781,55,193,2024-10-31,4,9599.92
782,624,38,2024-08-14,4,1449.2
783,714,125,2024-08-13,3,4859.88
784,404,46,2024-12-22,3,13384.65
785,200,48,2024-10-30,4,13392.0
786,584,9,2024-04-29,4,19971.12
787,870,177,2024-02-21,3,13299.57
788,428,42,2024-08-01,3,5395.14
789,941,162,2024-05-16,3,12568.41
790,623,86,2024-04-25,1,2142.98
791,687,102,2024-02-10,1,4159.55
792,675,97,2024-06-11,4,12441.2
793,674,18,2024-05-01,3,10791.66
794,75,27,2024-10-10,2,6637.02
795,376,6,2024-04-24,1,2974.91
796,838,172,2024-11-30,3,5948.82
797,477,151,2024-02-07,1,637.45
798,815,197,2024-03-15,1,2216.03
799,929,57,2024-12-21,1,3227.98
800,212,74,2024-03-26,3,8066.22
801,424,44,2024-09-12,2,6368.72
802,415,150,2024-11-08,2,4919.22
803,224,64,2024-11-30,4,9255.4
804,880,185,2024-05-02,4,2050.56
805,176,154,2024-12-28,4,881.16
806,898,144,2024-09-04,1,1164.67
807,929,162,2024-05-22,4,16757.88
808,895,115,2024-11-02,1,899.59
809,105,198,2024-04-28,4,6686.64
810,370,63,2024-08-14,2,5295.86
811,704,199,2024-01-24,4,1852.84
812,120,184,2024-08-07,4,13452.8
813,302,142,2024-04-13,2,9284.8
814,184,13,2024-05-24,3,5783.91
815,111,131,2024-11-15,3,4624.47
816,887,85,2024-08-15,4,11281.8
817,321,63,2024-07-28,2,5295.86
818,870,1,2024-04-03,1,3867.71
819,470,20,2024-06-17,4,3273.04
820,663,164,2024-09-18,3,11500.32
821,412,87,2024-06-06,4,8249.2
822,6,20,2024-08-13,4,3273.04
823,878,124,2024-02-15,3,784.29
824,36,130,2024-01-16,4,18930.44
825,878,31,2024-04-11,3,10362.12
826,804,189,2024-09-03,4,11506.72
827,637,116,2024-10-04,2,7022.94
828,617,192,2024-09-20,2,5381.66
829,196,26,2024-08-22,2,2149.14
830,157,50,2024-12-07,3,11737.17
831,604,18,2024-01-20,1,3597.22
832,764,81,2024-03-24,3,8562.36
833,138,16,2024-03-08,4,15072.68
834,300,26,2024-07-23,1,1074.57
835,644,80,2024-03-20,3,13091.67
836,108,58,2024-07-17,1,598.67
837,908,169,2024-01-07,2,2078.9
838,948,28,2024-07-25,2,1243.66
839,471,11,2024-07-14,1,3727.7
840,619,9,2024-08-07,1,4992.78
841,747,149,2024-04-04,1,946.21
842,133,180,2024-02-01,1,3963.5
843,670,90,2024-04-25,1,916.06
844,317,57,2024-04-13,3,9683.94
845,429,138,2024-12-27,1,4434.65
846,3,111,2024-11-13,3,14749.02
847,991,96,2024-06-09,4,16434.32
848,70,164,2024-05-24,3,11500.32
849,560,138,2024-11-23,2,8869.3
850,205,17,2024-12-11,2,4636.0
851,658,104,2024-09-22,2,521.2
852,80,14,2024-06-16,3,3193.74
853,697,113,2024-03-23,2,9016.58
854,554,41,2024-01-11,4,4189.36
855,921,98,2024-06-08,2,2370.6
856,726,112,2024-02-14,1,805.89
857,617,182,2024-12-18,2,8893.88
858,516,108,2024-04-05,4,16138.32
859,701,174,2024-11-18,2,3660.14
860,815,148,2024-06-17,4,3668.12
861,369,123,2024-08-26,3,12790.44
862,160,141,2024-08-07,4,16237.76
863,455,10,2024-09-01,4,2978.88
864,820,42,2024-04-01,2,3596.76
865,98,17,2024-09-12,2,4636.0
866,176,36,2024-02-10,3,13259.04
867,268,70,2024-05-18,2,852.64
868,872,162,2024-06-29,4,16757.88
869,319,36,2024-07-16,3,13259.04
870,649,198,2024-03-31,3,5014.98
871,191,94,2024-06-13,1,1948.62
872,132,50,2024-06-27,1,3912.39
873,952,33,2024-08-27,4,7908.12
874,108,175,2024-10-03,3,2570.04
875,823,77,2024-04-11,1,4802.51
876,744,164,2024-07-03,4,15333.76
877,170,108,2024-05-26,3,12103.74
878,311,46,2024-01-29,2,8923.1
879,282,5,2024-02-19,1,4504.24
880,878,124,2024-10-30,3,784.29
881,391,6,2024-06-28,1,2974.91
882,72,170,2024-09-03,2,2850.68
883,745,90,2024-07-27,4,3664.24
884,960,90,2024-04-23,4,3664.24
885,350,183,2024-09-21,3,2733.51
886,767,54,2024-09-18,2,203.6
887,966,4,2024-11-20,4,19588.6
888,551,45,2024-02-13,3,11062.5
889,964,28,2024-10-29,2,1243.66
890,264,90,2024-07-15,4,3664.24
891,371,45,2024-02-11,4,14750.0
892,940,178,2024-01-17,1,4796.81
893,920,170,2024-08-04,2,2850.68
894,217,188,2024-06-30,4,16899.6
895,798,91,2024-10-09,4,17083.48
896,308,85,2024-02-27,4,11281.8
897,914,13,2024-09-22,1,1927.97
898,697,82,2024-02-18,4,9341.96
899,300,94,2024-03-25,1,1948.62
900,930,74,2024-03-31,3,8066.22
901,817,198,2024-01-01,1,1671.66
902,719,195,2024-07-24,1,973.18
903,875,194,2024-05-11,2,7642.62
904,427,185,2024-11-18,2,1025.28
905,721,100,2024-01-11,1,2213.16
906,240,20,2024-07-27,4,3273.04
907,130,149,2024-07-06,2,1892.42
908,363,128,2024-01-03,4,4932.6
909,566,38,2024-11-12,4,1449.2
910,449,12,2024-12-17,2,8245.94
911,756,147,2024-06-05,3,4509.03
912,384,120,2024-07-03,1,3669.52
913,57,35,2024-12-06,4,11958.36
914,144,55,2024-09-19,3,4323.87
915,337,154,2024-01-18,2,440.58
916,201,83,2024-10-03,3,9063.9
917,362,107,2024-12-13,3,3074.37
918,661,172,2024-05-26,4,7931.76
919,702,174,2024-07-16,1,1830.07
920,192,177,2024-07-30,4,17732.76
921,823,138,2024-02-19,4,17738.6
922,428,28,2024-01-02,1,621.83
923,410,24,2024-05-23,3,14163.03
924,129,2,2024-12-02,4,17188.72
925,124,183,2024-11-24,4,3644.68
926,306,148,2024-10-25,3,2751.09
927,424,123,2024-04-11,4,17053.92
928,387,7,2024-08-31,1,2981.97
929,199,29,2024-09-17,3,9868.44
930,900,93,2024-01-31,4,5916.48
931,799,96,2024-04-30,4,16434.32
932,782,81,2024-12-11,1,2854.12
933,789,50,2024-05-06,4,15649.56
934,885,102,2024-08-11,1,4159.55
935,332,112,2024-10-25,1,805.89
936,268,104,2024-11-13,4,1042.4
937,646,101,2024-04-27,3,10187.61
938,881,172,2024-11-17,3,5948.82
939,657,32,2024-09-13,1,2144.93
940,462,66,2024-05-08,3,14419.68
941,191,153,2024-08-14,1,2190.31
942,393,35,2024-10-09,4,11958.36
943,28,126,2024-08-13,4,10502.48
944,903,101,2024-08-29,4,13583.48
945,365,43,2024-05-09,4,10328.04
946,759,169,2024-03-01,1,1039.45
947,555,1,2024-08-11,3,11603.13
948,645,196,2024-05-05,3,2816.22
949,746,67,2024-06-19,1,4014.87
950,400,67,2024-04-01,4,16059.48
951,957,46,2024-07-31,2,8923.1
952,385,13,2024-10-02,4,7711.88
953,168,104,2024-07-30,2,521.2
954,550,88,2024-05-04,1,3507.2
955,519,7,2024-10-30,1,2981.97
956,756,87,2024-09-30,3,6186.9
957,606,61,2024-07-15,1,1008.03
958,827,128,2024-01-04,3,3699.45
959,880,52,2024-02-26,2,8781.78
960,922,57,2024-11-18,2,6455.96
961,589,174,2024-07-17,1,1830.07
962,65,65,2024-07-11,1,4019.17
963,959,125,2024-11-18,3,4859.88
964,949,149,2024-04-28,4,3784.84
965,51,37,2024-02-04,4,18609.68
966,178,97,2024-12-17,2,6220.6
967,413,19,2024-11-12,3,13756.5
968,968,179,2024-05-07,2,2233.62
969,450,164,2024-01-31,3,11500.32
970,621,26,2024-09-30,4,4298.28
971,753,95,2024-11-20,1,4637.53
972,51,188,2024-07-11,2,8449.8
973,392,16,2024-09-09,1,3768.17
974,795,23,2024-07-14,1,1595.81
975,681,67,2024-07-06,1,4014.87
976,318,24,2024-04-11,4,18884.04
977,689,162,2024-08-03,1,4189.47
978,495,118,2024-09-16,1,2872.64
979,151,107,2024-12-25,2,2049.58
980,783,117,2024-09-19,4,2547.56
981,320,106,2024-07-20,2,3523.12
982,480,176,2024-09-29,2,3264.36
983,854,60,2024-04-30,1,4028.9
984,565,110,2024-10-02,3,7897.44
985,392,185,2024-03-24,3,1537.92
986,37,20,2024-10-03,1,818.26
987,465,79,2024-08-21,2,7678.78
988,711,39,2024-11-17,4,3959.8
989,235,38,2024-10-13,4,1449.2
990,405,36,2024-12-17,1,4419.68
991,551,12,2024-06-16,3,12368.91
992,389,103,2024-03-26,4,17112.72
993,145,157,2024-04-19,2,5037.06
994,739,43,2024-02-06,4,10328.04
995,112,174,2024-05-09,1,1830.07
996,185,42,2024-01-04,4,7193.52
997,252,79,2024-06-19,1,3839.39
998,880,41,2024-01-21,2,2094.68
999,783,115,2024-04-17,4,3598.36
1000,744,164,2024-03-26,2,7666.88
1001,128,191,2024-07-27,4,12588.88
1002,16,166,2024-09-07,3,12150.03
1003,473,56,2024-03-05,2,4728.56
1004,655,35,2024-05-16,2,5979.18
1005,907,32,2024-04-14,3,6434.79
1006,759,148,2024-09-17,2,1834.06
1007,261,58,2024-01-04,3,1796.01
1008,597,102,2024-11-18,2,8319.1
1009,106,24,2024-09-15,2,9442.02
1010,745,77,2024-09-18,1,4802.51
1011,565,81,2024-11-02,3,8562.36
1012,716,98,2024-06-30,2,2370.6
1013,253,184,2024-02-11,4,13452.8
1014,822,31,2024-05-17,3,10362.12
1015,478,92,2024-09-23,4,15513.12
1016,836,132,2024-10-10,2,3668.26
1017,245,87,2024-04-13,2,4124.6
1018,813,130,2024-06-10,3,14197.83
1019,219,15,2024-03-25,2,1167.84
1020,381,156,2024-01-08,4,2244.8
1021,220,129,2024-08-06,1,1608.58
1022,771,10,2024-03-27,1,744.72
1023,189,36,2024-01-08,4,17678.72
1024,67,79,2024-04-21,1,3839.39
1025,510,33,2024-08-14,1,1977.03
1026,536,187,2024-10-29,1,3533.1
1027,750,155,2024-08-27,4,8011.32
1028,29,13,2024-04-20,2,3855.94
1029,250,53,2024-09-25,1,309.54
1030,822,186,2024-10-02,3,14616.24
1031,915,174,2024-12-05,4,7320.28
1032,880,79,2024-12-30,3,11518.17
1033,956,20,2024-01-23,4,3273.04
1034,578,94,2024-11-30,4,7794.48
1035,69,119,2024-11-20,1,2159.14
1036,37,124,2024-07-25,1,261.43
1037,850,82,2024-08-10,4,9341.96
1038,25,71,2024-10-04,3,3768.75
1039,730,162,2024-07-27,1,4189.47
1040,876,44,2024-05-26,4,12737.44
1041,333,1,2024-12-18,3,11603.13
1042,291,58,2024-03-22,2,1197.34
1043,342,151,2024-09-22,2,1274.9
1044,825,15,2024-04-04,3,1751.76
1045,576,101,2024-09-17,3,10187.61
1046,970,70,2024-06-21,2,852.64
1047,293,11,2024-06-10,3,11183.1
1048,876,68,2024-05-23,1,482.16
1049,426,5,2024-09-11,2,9008.48
1050,263,181,2024-07-13,1,1439.41
1051,914,61,2024-06-17,1,1008.03
1052,288,53,2024-05-24,3,928.62
1053,507,192,2024-03-18,2,5381.66
1054,627,134,2024-05-29,2,8481.76
1055,240,12,2024-11-27,3,12368.91
1056,519,61,2024-03-22,3,3024.09
1057,179,142,2024-04-21,4,18569.6
1058,785,141,2024-02-27,1,4059.44
1059,799,136,2024-02-07,4,4401.24
1060,797,57,2024-07-21,2,6455.96
1061,128,134,2024-12-27,1,4240.88
1062,460,58,2024-09-15,2,1197.34
1063,161,139,2024-04-30,3,3334.83
1064,871,159,2024-08-03,3,12330.81
1065,474,132,2024-07-17,3,5502.39
1066,551,123,2024-01-21,1,4263.48
1067,286,62,2024-01-21,2,4268.22
1068,259,130,2024-07-08,2,9465.22
1069,596,44,2024-12-24,2,6368.72
1070,333,145,2024-02-19,2,7480.4
1071,915,168,2024-11-21,2,288.78
1072,65,146,2024-12-02,4,4241.6
1073,426,53,2024-09-01,2,619.08
1074,151,181,2024-06-27,3,4318.23
1075,530,123,2024-07-26,1,4263.48
1076,683,113,2024-10-22,4,18033.16
1077,5,8,2024-09-30,1,267.91
1078,133,147,2024-12-17,4,6012.04
1079,403,150,2024-01-27,1,2459.61
1080,710,151,2024-01-30,1,637.45
1081,15,31,2024-05-19,4,13816.16
1082,11,69,2024-08-18,4,16176.72
1083,307,96,2024-11-17,3,12325.74
1084,990,132,2024-10-29,1,1834.13
1085,724,178,2024-09-10,2,9593.62
1086,803,138,2024-08-23,1,4434.65
1087,4,138,2024-02-18,2,8869.3
1088,9,163,2024-04-29,4,5064.28
1089,987,95,2024-08-18,1,4637.53
1090,595,77,2024-02-21,1,4802.51
1091,581,177,2024-01-04,2,8866.38
1092,648,178,2024-12-03,4,19187.24
1093,363,137,2024-11-14,2,2701.6
1094,350,128,2024-01-05,3,3699.45
1095,36,25,2024-03-22,2,9908.38
1096,720,165,2024-08-14,4,17859.0
1097,47,120,2024-07-14,1,3669.52
1098,174,10,2024-02-19,1,744.72
1099,452,7,2024-04-23,1,2981.97
1100,571,9,2024-05-27,1,4992.78
1101,644,82,2024-10-29,1,2335.49
1102,199,74,2024-12-04,1,2688.74
1103,67,186,2024-10-22,2,9744.16
1104,998,123,2024-11-26,2,8526.96
1105,665,130,2024-05-05,2,9465.22
1106,696,165,2024-08-09,4,17859.0
1107,444,1,2024-07-19,1,3867.71
1108,676,59,2024-05-06,3,10193.25
1109,260,42,2024-04-08,4,7193.52
1110,584,55,2024-07-06,4,5765.16
1111,924,27,2024-08-01,4,13274.04
1112,835,163,2024-08-26,3,3798.21
1113,511,198,2024-01-06,2,3343.32
1114,369,127,2024-03-09,1,2138.17
1115,584,8,2024-02-06,3,803.73
1116,11,144,2024-05-04,4,4658.68
1117,110,158,2024-02-09,3,12438.36
1118,192,62,2024-04-28,4,8536.44
1119,380,51,2024-03-26,1,1606.91
1120,113,4,2024-09-06,4,19588.6
1121,378,178,2024-06-13,4,19187.24
1122,6,198,2024-06-23,3,5014.98
1123,501,91,2024-07-23,3,12812.61
1124,297,163,2024-07-24,2,2532.14
1125,983,98,2024-07-14,3,3555.9
1126,437,182,2024-06-22,4,17787.76
1127,940,43,2024-02-10,3,7746.03
1128,450,163,2024-04-15,2,2532.14
1129,903,67,2024-07-03,1,4014.87
1130,797,66,2024-10-13,2,9613.12
1131,390,193,2024-12-03,4,9599.92
1132,233,172,2024-12-13,3,5948.82
1133,587,12,2024-11-19,3,12368.91
1134,648,119,2024-10-09,4,8636.56
1135,798,72,2024-02-12,3,2550.51
1136,869,164,2024-07-22,1,3833.44
1137,339,146,2024-05-01,1,1060.4
1138,48,105,2024-05-27,1,1296.37
1139,445,38,2024-12-07,2,724.6
1140,320,33,2024-04-10,2,3954.06
1141,636,194,2024-02-22,3,11463.93
1142,451,106,2024-08-21,1,1761.56
1143,298,5,2024-08-29,4,18016.96
1144,542,188,2024-08-24,3,12674.7
1145,97,96,2024-08-19,2,8217.16
1146,562,165,2024-04-19,4,17859.0
1147,701,193,2024-08-09,3,7199.94
1148,821,84,2024-12-03,1,2201.17
1149,538,26,2024-01-14,2,2149.14
1150,549,30,2024-07-09,3,12461.49
1151,660,8,2024-11-17,3,803.73
1152,865,91,2024-04-28,2,8541.74
1153,246,135,2024-10-04,1,858.72
1154,604,160,2024-03-16,4,1976.8
1155,155,188,2024-12-06,3,12674.7
1156,569,68,2024-07-20,3,1446.48
1157,313,5,2024-09-24,4,18016.96
1158,797,2,2024-05-15,2,8594.36
1159,942,77,2024-06-05,4,19210.04
1160,984,137,2024-05-23,3,4052.4
1161,467,64,2024-12-23,3,6941.55
1162,262,34,2024-12-13,4,8105.2
1163,962,162,2024-05-29,2,8378.94
1164,598,120,2024-10-08,4,14678.08
1165,291,30,2024-08-04,1,4153.83
1166,898,158,2024-07-20,4,16584.48
1167,606,64,2024-03-14,1,2313.85
1168,750,154,2024-09-08,3,660.87
1169,995,94,2024-05-09,4,7794.48
1170,271,57,2024-12-14,3,9683.94
1171,235,196,2024-04-30,3,2816.22
1172,543,107,2024-08-19,3,3074.37
1173,906,92,2024-10-19,4,15513.12
1174,439,41,2024-08-08,4,4189.36
1175,796,109,2024-02-13,1,3860.58
1176,392,14,2024-07-14,4,4258.32
1177,973,91,2024-01-10,4,17083.48
1178,350,173,2024-06-12,2,7093.38
1179,677,25,2024-01-07,2,9908.38
1180,167,99,2024-08-18,4,1267.32
1181,93,177,2024-03-22,1,4433.19
1182,626,154,2024-03-26,2,440.58
1183,598,189,2024-05-05,1,2876.68
1184,216,166,2024-07-22,1,4050.01
1185,422,32,2024-10-23,1,2144.93
1186,917,16,2024-09-20,2,7536.34
1187,782,140,2024-01-28,4,16031.52
1188,110,146,2024-10-24,4,4241.6
1189,681,29,2024-11-15,1,3289.48
1190,435,44,2024-12-12,3,9553.08
1191,490,128,2024-07-21,1,1233.15
1192,311,21,2024-08-16,2,9207.88
1193,127,109,2024-10-20,1,3860.58
1194,450,37,2024-04-06,2,9304.84
1195,841,9,2024-01-06,3,14978.34
1196,59,48,2024-09-09,3,10044.0
1197,104,6,2024-11-09,3,8924.73
1198,877,31,2024-07-20,2,6908.08
1199,74,189,2024-12-12,3,8630.04
1200,562,180,2024-02-13,3,11890.5
1201,274,176,2024-10-21,4,6528.72
1202,306,52,2024-03-29,1,4390.89
1203,90,3,2024-05-12,2,7259.12
1204,472,89,2024-03-15,2,1109.94
1205,954,142,2024-08-05,2,9284.8
1206,250,191,2024-05-04,2,6294.44
1207,116,84,2024-11-05,3,6603.51
1208,715,34,2024-06-24,2,4052.6
1209,859,39,2024-01-28,2,1979.9
1210,270,81,2024-03-30,3,8562.36
1211,288,20,2024-01-28,3,2454.78
1212,125,165,2024-05-10,2,8929.5
1213,534,16,2024-11-14,2,7536.34
1214,866,166,2024-12-29,4,16200.04
1215,494,119,2024-01-02,4,8636.56
1216,258,103,2024-09-21,1,4278.18
1217,481,11,2024-12-25,4,14910.8
1218,172,52,2024-02-26,3,13172.67
1219,696,148,2024-11-06,3,2751.09
1220,839,182,2024-03-01,3,13340.82
1221,291,170,2024-11-09,3,4276.02
1222,991,123,2024-01-22,3,12790.44
1223,559,10,2024-05-09,1,744.72
1224,347,74,2024-03-02,1,2688.74
1225,487,158,2024-01-05,2,8292.24
1226,997,66,2024-09-30,4,19226.24
1227,658,124,2024-05-11,1,261.43
1228,881,118,2024-10-13,4,11490.56
1229,269,56,2024-06-21,1,2364.28
1230,565,84,2024-11-02,3,6603.51
1231,816,97,2024-03-28,1,3110.3
1232,373,163,2024-03-21,2,2532.14
1233,936,59,2024-05-07,4,13591.0
1234,881,159,2024-12-11,2,8220.54
1235,945,182,2024-04-01,4,17787.76
1236,952,37,2024-01-16,2,9304.84
1237,666,155,2024-01-25,3,6008.49
1238,833,169,2024-09-14,2,2078.9
1239,317,129,2024-06-29,2,3217.16
1240,999,146,2024-09-23,1,1060.4
1241,159,59,2024-11-25,3,10193.25
1242,234,33,2024-11-25,2,3954.06
1243,752,18,2024-05-09,2,7194.44
1244,101,200,2024-03-15,4,16951.64
1245,615,8,2024-02-11,3,803.73
1246,861,119,2024-04-16,3,6477.42
1247,491,182,2024-01-30,1,4446.94
1248,728,145,2024-03-17,2,7480.4
1249,592,128,2024-07-11,2,2466.3
1250,423,107,2024-12-15,4,4099.16
1251,359,31,2024-03-07,2,6908.08
1252,983,31,2024-03-10,3,10362.12
1253,817,163,2024-01-17,1,1266.07
1254,264,154,2024-01-15,2,440.58
1255,550,83,2024-01-11,3,9063.9
1256,243,149,2024-05-12,1,946.21
1257,835,186,2024-01-07,3,14616.24
1258,78,16,2024-04-18,2,7536.34
1259,277,171,2024-05-31,4,12477.2
1260,815,167,2024-03-26,3,1877.34
1261,478,150,2024-09-17,2,4919.22
1262,289,140,2024-02-25,2,8015.76
1263,821,70,2024-04-14,1,426.32
1264,440,86,2024-09-14,3,6428.94
1265,404,119,2024-07-24,2,4318.28
1266,441,108,2024-06-20,3,12103.74
1267,535,146,2024-02-11,3,3181.2
1268,87,18,2024-12-16,1,3597.22
1269,493,150,2024-04-14,2,4919.22
1270,230,52,2024-03-18,1,4390.89
1271,573,3,2024-12-13,4,14518.24
1272,675,59,2024-02-09,3,10193.25
1273,574,187,2024-09-19,2,7066.2
1274,951,49,2024-10-23,1,4242.29
1275,39,42,2024-01-18,3,5395.14
1276,726,30,2024-05-10,4,16615.32
1277,989,97,2024-04-16,1,3110.3
1278,689,77,2024-07-14,4,19210.04
1279,419,50,2024-09-09,2,7824.78
1280,958,176,2024-05-05,1,1632.18
1281,706,118,2024-02-12,1,2872.64
1282,183,39,2024-08-04,4,3959.8
1283,878,45,2024-05-04,4,14750.0
1284,239,82,2024-11-29,1,2335.49
1285,146,128,2024-01-04,3,3699.45
1286,565,158,2024-03-23,1,4146.12
1287,291,69,2024-12-07,4,16176.72
1288,940,151,2024-08-19,3,1912.35
1289,142,165,2024-04-11,3,13394.25
1290,18,178,2024-07-06,1,4796.81
1291,800,80,2024-10-06,2,8727.78
1292,534,160,2024-11-30,2,988.4
1293,227,146,2024-03-22,2,2120.8
1294,622,65,2024-03-29,4,16076.68
1295,642,16,2024-12-20,2,7536.34
1296,582,195,2024-01-15,4,3892.72
1297,944,94,2024-05-12,1,1948.62
1298,243,104,2024-04-30,1,260.6
1299,167,174,2024-01-31,3,5490.21
1300,832,187,2024-04-02,4,14132.4
1301,160,35,2024-06-30,4,11958.36
1302,861,127,2024-08-14,3,6414.51
1303,103,78,2024-12-03,4,5109.72
1304,763,179,2024-10-16,4,4467.24
1305,115,124,2024-02-04,4,1045.72
1306,241,196,2024-07-04,3,2816.22
1307,837,98,2024-05-29,4,4741.2
1308,422,55,2024-03-22,3,4323.87
1309,904,117,2024-01-15,4,2547.56
1310,580,60,2024-12-18,2,8057.8
1311,55,125,2024-08-23,4,6479.84
1312,22,148,2024-01-25,4,3668.12
1313,150,5,2024-12-18,1,4504.24
1314,314,179,2024-09-12,2,2233.62
1315,987,166,2024-09-11,4,16200.04
1316,323,79,2024-09-17,2,7678.78
1317,733,176,2024-09-13,3,4896.54
1318,816,103,2024-03-21,4,17112.72
1319,33,171,2024-10-17,3,9357.9
1320,230,50,2024-12-03,2,7824.78
1321,674,29,2024-04-09,4,13157.92
1322,228,85,2024-05-01,4,11281.8
1323,955,108,2024-03-13,4,16138.32
1324,929,135,2024-04-03,3,2576.16
1325,616,125,2024-01-28,4,6479.84
1326,146,185,2024-03-14,4,2050.56
1327,906,57,2024-06-30,2,6455.96
1328,612,174,2024-06-14,3,5490.21
1329,941,3,2024-06-30,3,10888.68
1330,599,181,2024-02-22,3,4318.23
1331,262,74,2024-05-29,1,2688.74
1332,983,28,2024-05-29,4,2487.32
1333,650,112,2024-06-21,1,805.89
1334,119,94,2024-10-26,3,5845.86
1335,322,35,2024-06-12,4,11958.36
1336,702,134,2024-12-26,2,8481.76
1337,236,57,2024-01-29,2,6455.96
1338,134,25,2024-03-29,1,4954.19
1339,235,171,2024-05-12,1,3119.3
1340,197,46,2024-03-06,1,4461.55
1341,648,13,2024-10-08,4,7711.88
1342,951,5,2024-01-25,4,18016.96
1343,20,101,2024-06-13,1,3395.87
1344,820,165,2024-12-04,3,13394.25
1345,935,94,2024-10-25,4,7794.48
1346,760,167,2024-01-16,3,1877.34
1347,654,75,2024-02-10,4,13565.12
1348,12,43,2024-12-25,4,10328.04
1349,856,36,2024-01-01,2,8839.36
1350,359,99,2024-05-20,1,316.83
1351,567,59,2024-09-14,4,13591.0
1352,182,22,2024-02-18,2,4233.94
1353,588,71,2024-07-07,3,3768.75
1354,297,141,2024-07-22,3,12178.32
1355,608,43,2024-05-05,2,5164.02
1356,516,195,2024-03-16,3,2919.54
1357,504,180,2024-08-23,4,15854.0
1358,702,152,2024-07-13,1,1676.32
1359,131,153,2024-07-31,2,4380.62
1360,968,128,2024-06-02,4,4932.6
1361,259,75,2024-10-19,4,13565.12
1362,282,55,2024-09-13,4,5765.16
1363,815,105,2024-08-14,1,1296.37
1364,390,182,2024-12-02,1,4446.94
1365,17,197,2024-12-10,1,2216.03
1366,115,82,2024-07-03,2,4670.98
1367,137,69,2024-01-24,1,4044.18
1368,722,155,2024-12-07,3,6008.49
1369,121,41,2024-06-22,1,1047.34
1370,371,8,2024-05-24,4,1071.64
1371,605,131,2024-02-29,4,6165.96
1372,591,99,2024-03-10,3,950.49
1373,441,98,2024-01-13,1,1185.3
1374,519,172,2024-09-15,4,7931.76
1375,590,30,2024-06-20,1,4153.83
1376,569,67,2024-02-19,4,16059.48
1377,989,116,2024-04-08,3,10534.41
1378,772,47,2024-03-04,1,4946.53
1379,493,168,2024-09-05,2,288.78
1380,316,113,2024-06-11,1,4508.29
1381,615,54,2024-10-14,1,101.8
